Sample,C1P d18:1/C16:0 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/20:0 Results,GM3 d18:2/22:0 Results,GM3 d18:2/24:0 Results,GM3 d18:2/24:1 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C30:1 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C38:2 Results,SM C40:0 Results,SM C42:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,SM d18:1/C12:0 Results,SM d18:2/C20:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0 Results,Sphd18:0-D7 (ISTD) Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM C32:2 Results,SM d18:2/C14:0 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,SM C34:1 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,SM C36:2 Results,SM d18:2/C18:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,GM3 d18:1/C22:0 Results,GM3 d18:1/C24:1 Results,SM C36:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,GM3 d18:1/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,SM C39:1 Results,SM d16:1/C23:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C41:1 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,SM C42:1 Results,SM d18:1/C24:0 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,SM d18:1/C23:0 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,61.02684317,10689.98642,3494.682142,291,3740.361419,7549.865337,0,533.0735438,0,481.7827969,222.0144553,1056.997139,113.5547066,0,5,2081.289593,0,0,5452.51785,0,60.93257517,0,0,0,0,0,296.9090718,0.856458023,0,161675.2378,0,0,122.0967038,0,0,458.9145799,0,0,0,134.2338263,0,1491.269616,0,597.5882399,0,414,0,0,13628.98245,38.44866172,0,0,319.4813416,1287.708184,15265.89454,0.384543216,0,0,364.6184565,0,0,0,140,0,0,0,0,0,0,2,0,0,10449.85285,0,1.623008359,4305,0,0,0,2368.53049,0,0,140.5554323,0,0,0,202.7559288,0,0,460.7274838,4503.582876,0,0,0,0,0,74,1458.980142,0,244.8045806,1660.150072,0,0,0,0,0,0,0,0,104.7447322,0,0,0,0,0,0,0,0,63072.46742,461.2031248,158.5359317,38452,0,0,0,0,0,218.2721252,0,0,219.9884743,1794.941436,0,0,0,6234.558507,0,145.8557277,412.8578054,363.1810988,0,0,0,0,0,0,0,0,0,0,0,1602.926849,0,199.8776533,0.297578732,556.5865286,0,548.3126823,14401.78959,0,719.2774408,698.1052538,28.04958688,0,0,0,0,0,0,0,0,0,37.22289079,15,77.98451802,1.312500042,0,0,16198.15629,84.32874324,0,1432.228425,0,45,362.7332773,1162.282497,490.8279804,1130.053848,0,75.08358378,30.06593614,0,25.51359041,0,646.4901834,100.5126062,39,0,0,1294,191.2707854,38.68082955,289.008918,0,0,0,28,0,0,0,0,0,0,590.5299403,0,47.24356844,1608.512075,0,14,0,0,0,0,0,302.230333,0,706.6852392
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,585.1363327,11201.01965,9705.012772,0,4180.36559,10124.57004,26.84940566,0,0,590.4282112,240.9270431,1013.169925,0,0,10,1960.940195,0,0,3666.69015,0,21.29658308,186.3376328,0,0,0,0,187.9719821,0,0,105029.5982,0,417.3523566,496.1529246,25.6757451,0,331.0977235,0,188.756801,0,0,0,1208.618227,0,145.5002595,89.60063969,857,0,0,7005.985094,0,0,0,292.7036769,1047.282676,10872.1089,0,156.5696168,40.51517397,0,0,0,0,2,0,0,1.438257217,1.132212489,0,0,1,0,0,5772.045469,0,0,2102,0,0,0,766.2359513,0,0,1.443843865,0,0,0,408.8716669,0,0,589.3779691,2533.056787,0,0,0,0,0,129,767.9548731,0,0,990.6538138,154.9880803,0,0,0,0,0,0,0,67.29414776,0,0,0,0,0,0,0,0,47359.44765,0,0,35610,60.48437437,0,0,0,0,0,1.456056625,247.2831636,0,1309.667235,0,0,0,5594.426654,0,0,256.6932789,201.7766925,182.444209,76.99124665,0,0,0,0,0,0,0,0,19.97875019,1895.506185,0,99.70375396,0,361.5802551,0,319.4099808,9170.068131,0,811.6922243,997.4256859,0,0,0,116.450588,0,0,0,0,73.36868734,0,0,32,1.045943098,0,0,0,7867.72695,41.07462707,0,741.6972897,37.75484164,37,135.9409284,1252.980239,0,1857.710302,0,10.96032278,337.2384572,0,0,0,279.2030982,0,85,0.535650293,2.148874819,431,202.0401976,0,101.7430224,0,0,37.75807323,30,0,0,2.91258969,78.1227761,0,0,517.5578553,0,0,1703.062989,0,23,0,0,0,0,0,0,0,333.3398321
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,253.4518205,15341.99002,13191.58164,506,4827.152399,11413.91825,0,117.1336765,0,650.9065134,156.3116285,1209.755534,149.3122577,0,15,1901.326125,0,0,3553.888299,0,0,326.07099,0,0,0,0.574418537,309.3132657,0,0,94199.4199,0,334.3334471,577.1414694,0,0,0,0,0,0,183.4848361,155.7164682,935.5873386,0,233.0833161,0,641,0,0,4863.180218,0,0,0,241.1252259,709.9863828,10243.504,0,282.0601354,0,0,0,0,0,80,0,0,0,0,0,0,1,0,0,4046.538588,0,0,663,0,0,0,2575.776185,0,0,0,0,0,0,488.8815994,0,0,0,2386.241433,0,0,0.397610207,0,0.469128319,0,428.9813862,0,0,692.7534168,0,0,0,1.843309992,0,0,0,0,0,0,0,0,0,0,0,0,0,38845.3505,0,0,27268,55.03324647,0,0,0,0,0,0,0,0,1287.323375,0,0,0,4243.397053,0,0,0,283.8061217,0,0,0,0,0,145.7174753,0,0,0,19.64156722,0,1698.098086,0,0,132.6066825,137.6126004,0,169.3783934,6532.018573,0,473.4613758,867.3441391,0,0,0,0,0,0,0,0,0,0.515803549,0,63,0,0,0.904748072,0,4151.877284,0,18.40640773,246.2041072,0,31,0,841.1691098,0,258.6986044,0,40.11848045,151.072037,0,346.5456186,0,237.0001527,97.45072865,25,11.3821446,0,1010,344.7955023,49.72237216,0,0,0,67.28328749,1,100.2893878,0,25.03629659,19.04571467,0,0,187.6017133,0,0,422.200789,19.61891536,57,0,0,0,0,0,0,0,243.4450695
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,602.5873729,175941.4264,2169.353362,78,47087.51035,864351.2141,4154.759692,13746.43675,3999.867857,147482.1382,69362.73386,676437.0792,0,0,72,1828.430564,0,0,2657.615857,0,40.4617507,0,0,0,0,0,491.0884954,0,0,125633.3659,0,399.6509436,2038.222828,0,0,250.011468,0,366.8696299,0,0,0,1159.102657,0,267.62067,119.9877333,72,0,0,25940.52356,206.5027955,0,0,395.9845436,2385.567085,29985.68316,0,658.0025524,214.0424503,163.6359433,0,129.6393693,0,263,0,0,0,0,0,0,1,0,1.998445459,14707.19023,0,0,8718,0,0,0,8837.203171,0,0,438.3960759,0,124.6552428,0,528.7218828,0,0,787.1873925,8172.806466,0,1.841700587,0,0,0,46,3695.242329,0,0,6992.677322,202.3763783,0,0,0,0,0,392.9876114,0,470.1035172,0,101.3082466,0,0,0,0,0,0,66663.21123,0,117.1199559,32847,106.0960081,0,0,0,0,0,72.8489592,0,0,1292.552365,0,120.8912931,120.8532177,1981.851352,0,208.0346534,237.7502807,1653.191905,0,0,0,158.7557216,0,0,1.148288366,187.3796934,0,368.0750277,0,2357.597569,0,0,0,419.4912078,208.4273183,1290.530041,16467.46488,346.4901349,1076.636586,2164.025482,25.54710349,0,0,0,0,0,111.1065033,0,0,0,0,30,22.15713582,0,0,0,46438.84045,0,116.3405782,925.0014234,0,58,0,3315.772765,589.5979442,8234.566208,41.33191206,444.3213522,206.2960624,137.3847346,956.6230272,0,204.8380934,0,420,0,0,1725,476.3578838,0,1704.139058,19.43846961,0,0,15,0,0,0,0,0,0,1530.798651,0,343.5619206,4674.602609,0,27,87.655281,0,0,0,0,410.721559,0,718.5380081
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,137.6102188,170313.6754,2072.990617,7,46756.17529,777376.575,4126.2837,13114.20459,4403.339763,146774.8125,75328.73411,522601.061,261.9328305,0,82,1281.029807,0,0,3003.204382,0,26.11601948,0,0,0,0,0,0,0,0,134700.7138,0,551.3116773,44.35881094,1.825409418,0,364.315586,0,177.7356548,0,171.4960074,0,1473.183021,0,57.49987655,0,141,0,0,14169.15816,104.4825544,0,0,408.980353,1085.82732,22331.94883,101.0433093,476.5027865,0,412.1618449,0.63511875,117.2481251,0,213,113.0526292,0,0,0,182.8120062,0,4,0,0,9109.667789,0,0,3324,0,0,0,362.1443689,0,0,0,0,0,0,297.3895546,0,0,683.9934637,6543.13385,0,0,0,0,0,310,1978.724159,0,0,2470.444074,175.6294441,0,143.1132908,0,0,4.564684672,0.705821916,200.1187093,0,0,0,1.467716085,0,0,0,0,0,50736.89072,0,0,45787,35.04826289,0,0,0,0,0,0,138.0463453,0,753.5968149,0,0,0,1012.578114,0,103.6222745,0,1542.968055,0,161.2267563,0,212.8257095,0,0,110.6910088,0,0,191.4971336,0,3470.43673,0.464128576,0,39.39018508,186.6062024,204.2002718,836.6062654,15255.82348,0.475219187,336.7110317,1765.73523,0,0,0,0,0,0,0,0,0,27.71789117,0,59,0,0,0,0,39712.21042,127.6409636,0,602.2775932,0,18,228.3457817,2460.533346,252.2112397,6763.840858,0,218.290812,105.1881619,70.58434045,181.1287121,0,694.1134682,0,52,3.228851915,0,1054,31.10048621,208.6689237,1567.914525,0,0,0,2,0,170.1664453,0,0,12.80685983,0,346.4554166,22.18493557,131.7464685,5516.732745,21.84747605,197,0,0,0,0,0,293.302393,0,809.5710498
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,117.0205876,11677.85561,10020.32071,48,6064.920003,9943.207098,0,707.7832113,0,603.9646521,297.6829397,1455.721409,360.488483,0,25,965.7813703,0,0,2589.709621,0,0,201.5856146,0,0,0,0,0,0,0,83469.69719,0,369.2702763,542.7707172,0,127.0845223,173.4180608,126.5547525,143.1645761,0,0,0,1221.978322,0,105.1112664,0,402,0,0,4854.093164,0,0,0,233.8893167,612.9500558,11407.97254,0,184.6670257,0,0,0,0,0,43,116.3849634,0,0,0,0,0,2,0,0,4545.734367,0,0,2612,0,0,0,991.3895531,0,0,1.584262613,0,0,0,0,0,4.860078519,294.5331515,3397.352898,0,0,0,0,2.186148106,12,384.5349329,0,0,883.4759516,0,0,0.548966621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49844.66998,278.0600499,0,30150,0,0,0,0,0,0,0,0,0,1160.636905,0,0,0,2472.600973,0,0,0,391.6472031,0,0,0,0,0,142.2628393,0,0,0,162.3059212,0,768.5888397,0,0,0,203.8023799,0,495.0069366,7251.36698,0,290.3392045,670.8807651,0,0,110.3507785,0,0,0.256512593,0,0,0,0,0,39,0,0,0,0,8105.686506,0,71.81268152,700.4384492,0,23,0,1310.680917,0,1321.826692,0,0,0,0,100.0492452,0,424.978437,0,49,0,0,875,325.4208124,0,143.8621485,0,0,18.85064884,15,0,0,0,0,0,0,392.9207224,0,0,1133.887183,0,29,22.31377306,0,0,0,0,116.7328323,0,356.071294
