Sample,C1P d18:1/C16:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:1/C24:1 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/20:0 Results,GM3 d18:2/22:0 Results,GM3 d18:2/24:0 Results,GM3 d18:2/24:1 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C40:0 Results,SM C42:0 Results,SM C44:1 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0 Results,Sphd18:0-D7 (ISTD) Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM C30:1 Results,SM d18:1/C12:0 Results,SM C32:2 Results,SM d18:2/C14:0 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM C34:1 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,SM C36:2 Results,SM d18:2/C18:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,GM3 d18:1/C22:0 Results,SM C36:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,GM3 d18:1/C24:0 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,SM C39:1 Results,SM d16:1/C23:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C41:1 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,SM C42:1 Results,SM d18:1/C24:0 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.432575,782,149,998.2819477,619.8081319,1481.451506,0,307.2663601,0,267.9251175,42.06348131,607.351503,143.1212485,0,519.9118096,0,33,2986.18951,0,0,2384.185611,0,0,0,0,0,756.6724228,87900.62928,0,471.408614,2133.317632,0,0,0,0,248.7858055,0,327.7940524,0,293,0,2477.670585,0,735.487549,0,44636.41329,8379.117535,0,658.6714003,0,0,2641.844471,0,145,2055.760062,13454.15644,0,0,57.63567487,663,0,0,0,19640.62282,588.2956732,0,5423,3.749841026,0,0.820338462,3500.147059,0,3459.181196,0,0,233.1443847,0,501.5503077,0,315,1075.650387,12219.33942,852.0489118,0,0,0,0,0,0,0,48,0,3,0,0,30331.33844,135.1194752,0,14176,275.4594049,0,1.45364904,4149.342044,0,0,0,26731.21096,0,0,0,41.89322935,0,120.1245304,0,0,0,0,111.1606183,166.0567732,6821.217279,0,1155.568027,0,1145.525878,278,55.55465488,0,2.568022837,0,0,0,0,0,25557.50427,312.0276421,385.6315356,5684.057597,186.2595403,10,467.1362396,1870.052926,0,0,574.1780586,4627.154186,137.3027519,709.9946822,763.7094913,0,196.4738881,465,1142.377067,0,406.0039455,0,0,27.44246508,11,0,0,0,297.8707811,4832.625535,0,18,102.5402964,323.6743255,0,417.6779617
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,4434,431.2116477,651.1516862,1403.724743,0,0,0,202.8707912,179.6533375,604.6266738,80.70780025,0,560.8242315,0,40,3854.783069,0,0,2431.529837,0,0,0,0,0,567.7493856,60759.35863,0,241.4883953,717.5890969,0,0,0,0,450.9016115,150.7096977,441.4238458,0,51,187.0482957,6290.916449,0,836.7632438,0,70757.07841,11425.55019,0,1758.229784,0,133.0895877,2928.167716,0,38,1451.701199,14267.96732,0,0,0,260,0,0,0.944218014,11886.11947,2416.87969,0,5318,3.524710657,0,0,2155.817591,295.764654,1660.100254,0,0,737.9866333,0,747.846976,0,21,458.3876378,7294.085085,176.13137,0,0,0,0,0,0.849626552,0,3,0,36,0,18.49773582,22460.30623,302.5670605,0,34592,0,0,0,2779.718125,0,547.4838636,384.1630115,19283.96043,0,0,0,45.37399025,0,0,0,0,0,0,0.675340269,0,6371.769147,0,484.525865,0,1085.109875,329,245.3326138,0,0,0,0,187.8954881,0.441591187,0,12946.67717,546.9331935,0,5382.707793,0,14,0,1598.653801,0,0,173.049525,4571.888308,64.14520917,605.1500772,14.38439356,85.63590483,140.6739881,1335,999.7733065,0,40.08456082,0,0,0,97,0,0,0,92.62061224,2704.93682,0,29,0,143.8654361,0,454.8558258
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.1490472,1194,3665,0,338.1113926,1134.725923,4.790691994,95.94372553,0,217.3089262,0,474.4638688,93.75493382,0,605.1512698,0,19,3782.029822,0,0,2580.053558,0,13.52802196,0,0,0,365.8335233,88181.07726,0,510.8495691,2768.255248,0,0,0,141.2116309,419.7396143,0,256.3149083,0,44,0,5698.031246,0,1401.78088,0,59077.67587,15888.65821,177.278145,1211.748159,0,0,2431.362036,0,65,1144.477769,12197.62196,0,0,0,113,0,0,0,12306.602,2416.447371,0,5302,0,0,0,837.1891084,0,2598.070762,0,0,573.1965042,0,426.9491057,0,57,433.5594709,7120.915688,553.2197795,0,0,0.852984642,2,0,0,0,0,0,0,3.157968105,0,26507.188,0,1.888356201,32786,228.684706,0.547583571,0,3227.10418,0,252.5772346,527.5348721,16117.46029,0,0,0,147.37885,0.600350376,0,0,0,82.98546728,0,0,0,7276.606913,0,246.5407437,0,1548.24402,95,62.70201541,0,0,0,0,211.332199,0,0,15679.18892,164.8430465,0,7129.300348,0,0,0,1569.762295,50.07061852,111.2481366,180.1271987,5015.385314,94.9133559,396.7820169,322.5249867,0,208.8545497,471,531.5695421,0,229.5233379,0,0,0,89,0,0,0,203.0888287,2321.101285,0,12,0,253.8201128,5.056920313,354.7747548
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.2888864,150684,362,69.03536967,46186.39025,684106.9346,3768.094645,15806.92664,3572.680828,133180.9123,57629.54488,469197.9589,288.9586611,0,570.9143342,0,23,2883.961417,13.73576319,0,1787.727819,0,0,0,0,0,547.9701561,73263.52279,0,304.0694471,4366.659643,0,0,0,0,0,0,432.1343484,0,166,0.855739126,342.2358819,0,144.9385838,0,79211.84609,558.3862419,124.3732952,1401.816413,0,0,1134.448525,0,24,949.9056778,15428.74281,0,0,0,419,0,0,0,13534.38806,59.3375779,2.224429223,4282,0,0,0,3163.968945,0,2259.900236,0,0,0,0,30.81979318,0,13,597.3558337,12345.7821,1859.841583,0,0,0,1,0,0,0,1,0,2,0.677169037,0,22340.0734,270.3576374,0,43839,0,0,0,4241.576511,0,553.9182643,0,15559.34547,1.157921684,0,0,671.8672688,0,174.2091838,0,200.2363602,0,0,0,81.54663177,15136.31608,0,541.2276895,0,1642.527351,604,0,60.04713401,0,105.3592205,0,0,0,0,47672.69438,345.0809724,235.4391172,14090.33393,0,48,317.750207,3761.823767,0,143.7482021,499.2850851,11254.1849,0,532.8793449,186.553461,12.43273153,187.0604333,916,346.1902217,0,3495.470028,27.90428681,0,0,9,0,0,0,398.6090298,12283.7804,0,250,0,441.0989818,0,997.7246364
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333.243119,151715,318,284.4652157,46110.099,721366.3963,3864.395526,15255.9767,3986.030117,135973.1004,53884.65372,501597.2634,263.1907832,0,340.5370063,0,13,2741.453036,0,0,2461.190858,0,133.6942665,127.7969183,0,0,601.1281411,82996.9519,0,363.8679233,977.3806029,0,0,207.5119827,0,198.1391285,0,437.65336,0,150,0,234.6453341,116.8611978,1112.900232,0,58375.72329,5387.118413,0,733.3181427,0.837578008,0,1826.877476,0,75,856.6332135,13166.41306,0,0,0,537,0,5.709993901,0,13023.66029,0,0,4821,0,0,0,1919.198284,0,4573.067024,0,0,110.2934686,0,439.3785864,0,20,662.9162892,8295.255955,1424.502497,0,0,0,0,0,0,0,1,0,1,0,0,39834.92881,282.5982191,0,37055,206.6434711,0,0,3902.932439,0,357.5274158,329.7849941,12547.81858,0,0,196.0229787,286.0735013,0,0,0,0,0,0,0,102.6929619,9903.254957,0,438.1899283,0,1530.285064,99,113.8761184,0,0.668474052,0,0,0,1.634200674,0,24622.15826,829.0796081,148.7960956,5749.779082,0,34,77.55203918,2042.37328,62.6290725,115.27004,207.3141403,6515.742191,0,162.7963333,0,0,0,1998,297.2469545,0,858.7445332,0,0,0,23,23.41283111,0,0,325.346395,4621.910845,119.4962014,30,0,326.5968216,0,676.0479041
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.83694593,3860,1445,306.4186276,1351.488829,3159.815964,0,729.8122887,0,406.971841,0,795.2951768,107.7568397,0,625.6995049,0,34,3062.029244,0,0,1990.046597,0,61.87055346,0,0,0,217.6741616,61676.23121,0,448.864,2014.766288,0,0,0,0,0,0,318.5299096,0,141,123.0109616,2900.611665,0,742.822044,0,64426.26965,6703.280901,0,732.8562541,0,164.6754661,1377.986837,0,33,1753.422915,11866.94785,0,40.33746852,0,317,0,0,0,12932.23726,903.4489003,0,4638,0,0,0,736.3895928,218.3817852,2410.034268,0,0,187.8049646,1.548208139,592.6248056,0,164,405.4477949,6408.222386,949.2128935,0,0,0,2,0,1.077919948,0,5,0,0,0,0,33424.16173,0,0,12740,0,0,0,2264.803246,0,0,310.9667109,16633.04743,0,87.13056141,0,625.7617165,0,0,11.06477374,0,0,0,0,0,7503.849715,0,320.3779488,0,1787.30941,83,140.5079214,3.374699459,0,0,140.4429917,84.95529932,0,24.27588922,22381.97025,123.5285039,515.8413675,5441.444232,0,52,33.84121789,3157.870969,0,117.5552593,242.7733766,6592.363292,135.8909696,719.1764542,317.1041833,36.57875585,290.504399,1558,310.258102,0,140.0616426,0,0,1.850399109,31,0,0,0,284.0470084,5285.354702,75.72666459,107,0,486.3973322,0,560.1434515
M149-samblk testis1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.9239028,127925,720,428.9418262,39796.41469,532719.9301,2598.537713,7638.75211,2917.999297,102914.8426,42024.73133,377214.7877,107.0095681,0,12023.11463,0,15,2252.89972,0,0,2030.742159,0,0,0,0,0,140.9536483,68176.1287,0,0,2000.599904,0,0,0,132.7155588,368.1616058,264.6120543,788.5326588,0,50,0.870997265,273.6809971,140.660906,213.0092015,0,75157.75032,0.181671022,159.4782703,470.8086461,0,0,966.4024922,0,160,823.6924703,13707.77879,43.64762259,0,0,62,0,80.62352954,0,14533.74217,0,0,4469,0,0,0,290.330898,192.1753481,2891.094608,0,0,436.2967317,0,372.1550088,0,549,125.097297,8626.86425,3850.257477,0,0,0,1,0,199.5683007,0,57,0,2,0,0,19837.5725,70.1839609,0,23936,0,0,0,1849.467038,3.261870554,0,214.9366349,15908.61924,0,0,389.79921,1627.793821,0.943682081,112.2408082,0,395.2109371,0,0,0,217.8837423,17625.80215,0,983.5037746,0.378652566,2241.490358,363,253.9954437,0,0,0,0,75.67073232,0,134.0344502,69187.47457,342.4583292,163.0485118,11149.9434,0,32,461.2712556,1589.966121,0,221.2247441,380.7736731,12405.9503,49.34786921,631.5272041,533.5035478,0,677.503251,1148,68.79699177,113.0519286,2468.634576,0,186.4992123,0,53,0,0,0,564.5292417,10427.85927,0,17,0,355.4738671,0,835.4698935
