Sample,C1P d18:1/C16:0,Cer d16:1/C20:0(-H20),Cer d16:1/C20:0,Cer d16:1/C22:1(-H20),Cer d16:1/C22:1,Cer d16:1/C23:0(-H20),Cer d16:1/C23:0,Cer d16:1/C25:1(-H20),Cer d16:1/C25:1,Cer d16:1/C26:0(-H20),Cer d16:1/C26:0,Cer d16:1/C26:1(-H20),Cer d16:1/C26:1,Cer d18:0/C23:1(-H20),Cer d18:0/C23:1,Cer d18:0/C25:0(-H20),Cer d18:0/C25:0,Cer d18:0/C25:1(-H20),Cer d18:0/C25:1,Cer d18:0/C26:0(-H20),Cer d18:0/C26:0,Cer d18:0/C26:1(-H20),Cer d18:0/C26:1,Cer d18:1/C14:1(-H20),Cer d18:1/C14:1,Cer d18:2/C20:1(-H20),Cer d18:2/C20:1,Cer d18:2/C25:1(-H20),Cer d18:2/C25:1,DHCer d16:1/C16:0(-H20),DHCer d16:1/C16:0,DHCer d18:1/C14:0(-H20),DHCer d18:1/C14:0,DHCer d18:2/C18:1(-H20),DHCer d18:2/C18:1,DHCer d18:2/C24:0(-H20),DHCer d18:2/C24:0,GM3 d16:1/C14:0,GM3 d16:1/C16:0,GM3 d16:1/C18:0,GM3 d16:1/C20:0,GM3 d16:1/C22:0,GM3 d16:1/C24:0,GM3 d16:1/C24:1,GM3 d18:1/C14:0,GM3 d18:1/C20:0,GM3 d18:1/C22:0,GM3 d18:2/14:0,GM3 d18:2/16:0,GM3 d18:2/18:0,GM3 d18:2/20:0,GM3 d18:2/22:0,GM3 d18:2/24:0,GM3 d18:2/24:1,MHCer d16:1/C16:0(-H20),MHCer d16:1/C16:0,MHCer d16:1/C20:0(-H20),MHCer d16:1/C20:0,MHCer d16:1/C22:0(-H20),MHCer d16:1/C22:0,MHCer d16:1/C22:1(-H20),MHCer d16:1/C22:1,MHCer d16:1/C23:0(-H20),MHCer d16:1/C23:0,MHCer d16:1/C23:1(-H20),MHCer d16:1/C23:1,MHCer d16:1/C24:0(-H20),MHCer d16:1/C24:0,MHCer d16:1/C24:1(-H20),MHCer d16:1/C24:1,MHCer d16:1/C26:0(-H20),MHCer d16:1/C26:0,MHCer d18:0/C16:1(-H20),MHCer d18:0/C16:1,MHCer d18:0/C22:1(-H20),MHCer d18:0/C22:1,MHCer d18:2/C16:1(-H20),MHCer d18:2/C16:1,MHCer d18:2/C22:1(-H20),MHCer d18:2/C22:1,MHCer d18:2/C25:0(-H20),MHCer d18:2/C25:0,SM C30:1,SM C34:0,SM C36:0,SM C38:0,SM C39:1,SM C40:0,SM C42:0,SM d16:1/C23:0,SM d18:0/C16:0,SM d18:0/C18:0,SM d18:0/C20:0,SM d18:0/C22:0,SM d18:0/C24:0,SM d18:1/C12:0,Sphd16:1,Sphd18:2,Sphd18:1-D7 (ISTD),Sphd18:1,Sphd18:0,Sphd18:0-D7 (ISTD),SM C24:1 (ISTD),SM d18:1/C6:0 (ISTD),C1P d18:1/C8:0 (ISTD),MHCer d18:1/C8:0 (ISTD)(-H20),MHCer d18:1/C8:0 (ISTD),Cer d18:1/C8:0 (ISTD)(-H20),Cer d18:1/C8:0 (ISTD),SM C32:2,SM d18:2/C14:0,GM3 d18:1/C16:0,SM C32:1,SM d16:1/C16:0,SM d18:1/C14:0,SM C34:2,SM d18:2/C16:0,GM3 d18:1/C18:0,MHCer d18:1/C14:0(-H20),MHCer d18:1/C14:0,Cer d18:2/C14:0(-H20),Cer d18:2/C14:0,MHCer d18:2/C16:0(-H20),MHCer d18:2/C16:0,DHCer d18:1/C16:0(-H20),DHCer d18:1/C16:0,DHCer d18:2/C16:0(-H20),DHCer d18:2/C16:0,SM C34:1,SM d16:1/C18:0,SM d18:1/C16:0,MHCer d18:1/C16:1(-H20),MHCer d18:1/C16:1,SM C36:2,SM d18:2/C18:0,MHCer d18:1/C16:0(-H20),MHCer d18:1/C16:0,MHCer d18:0/C16:0(-H20),MHCer d18:0/C16:0,Cer d16:1/C16:0(-H20),Cer d16:1/C16:0,Cer d18:1/C14:0(-H20),Cer d18:1/C14:0,MHCer d18:1/C18:1(-H20),MHCer d18:1/C18:1,Cer d18:2/C16:0(-H20),Cer d18:2/C16:0,Cer d18:2/C18:1(-H20),Cer d18:2/C18:1,Cer d18:1/C16:1(-H20),Cer d18:1/C16:1,GM3 d18:1/C24:1,SM C36:1,SM d16:1/C20:0,SM d18:1/C18:0,SM C38:2,SM d18:2/C20:0,DHCer d18:1/C18:0(-H20),DHCer d18:1/C18:0,MHCer d18:1/C18:0(-H20),MHCer d18:1/C18:0,Cer d18:1/C16:0(-H20),Cer d18:1/C16:0,Cer d18:0/C16:0(-H20),Cer d18:0/C16:0,Cer d16:1/C18:0(-H20),Cer d16:1/C18:0,MHCer d18:2/C20:0(-H20),MHCer d18:2/C20:0,Cer d18:1/C18:1(-H20),Cer d18:1/C18:1,Cer d18:2/C18:0(-H20),Cer d18:2/C18:0,DHCer d18:1/C22:1(-H20),DHCer d18:1/C22:1,DHCer d18:1/C20:0(-H20),DHCer d18:1/C20:0,GM3 d18:1/C24:0,DHCer d18:2/C24:1(-H20),DHCer d18:2/C24:1,DHCer d18:2/C22:0(-H20),DHCer d18:2/C22:0,MHCer d18:1/C20:1(-H20),MHCer d18:1/C20:1,SM C38:1,SM d16:1/C22:0,SM d18:1/C20:0,SM C40:2,SM d16:1/C24:1,SM d18:1/C22:1,SM d18:2/C22:0,SM C42:3,SM d18:2/C24:1,MHCer d18:1/C20:0(-H20),MHCer d18:1/C20:0,MHCer d18:1/C22:1(-H20),MHCer d18:1/C22:1,Cer d18:1/C18:0(-H20),Cer d18:1/C18:0,MHCer d18:2/C24:1(-H20),MHCer d18:2/C24:1,MHCer d18:2/C22:0(-H20),MHCer d18:2/C22:0,Cer d18:0/C18:0(-H20),Cer d18:0/C18:0,SM C41:2,SM d18:1/C23:1,SM d18:2/C23:0,DHCer d18:1/C22:0(-H20),DHCer d18:1/C22:0,Cer d18:1/C20:1(-H20),Cer d18:1/C20:1,DHCer d18:1/C24:1(-H20),DHCer d18:1/C24:1,Cer d18:2/C20:0(-H20),Cer d18:2/C20:0,Cer d18:2/C22:1(-H20),Cer d18:2/C22:1,MHCer d18:1/C23:1(-H20),MHCer d18:1/C23:1,MHCer d18:2/C23:0(-H20),MHCer d18:2/C23:0,SM C42:2,SM d18:1/C24:1,SM d18:2/C24:0,SM C40:1,SM d16:1/C24:0,SM d18:1/C22:0,Cer d18:2/C23:1(-H20),Cer d18:2/C23:1,DHCer d18:1/C23:0(-H20),DHCer d18:1/C23:0,MHCer d18:0/C24:1(-H20),MHCer d18:0/C24:1,MHCer d18:1/C22:0(-H20),MHCer d18:1/C22:0,MHCer d18:0/C22:0(-H20),MHCer d18:0/C22:0,MHCer d18:1/C24:1(-H20),MHCer d18:1/C24:1,MHCer d18:2/C24:0(-H20),MHCer d18:2/C24:0,Cer d18:1/C20:0(-H20),Cer d18:1/C20:0,Cer d18:0/C20:0(-H20),Cer d18:0/C20:0,Cer d16:1/C24:1(-H20),Cer d16:1/C24:1,Cer d18:1/C22:1(-H20),Cer d18:1/C22:1,Cer d18:0/C22:1(-H20),Cer d18:0/C22:1,DHCer d18:1/C24:0(-H20),DHCer d18:1/C24:0,Cer d16:1/C22:0(-H20),Cer d16:1/C22:0,MHCer d18:1/C25:1(-H20),MHCer d18:1/C25:1,Cer d18:2/C24:1(-H20),Cer d18:2/C24:1,Cer d18:2/C22:0(-H20),Cer d18:2/C22:0,SM C41:1,MHCer d18:1/C23:0(-H20),MHCer d18:1/C23:0,SM C43:2,SM d18:1/C25:1,SM d18:2/C25:0,MHCer d18:0/C23:0(-H20),MHCer d18:0/C23:0,Cer d18:1/C23:1(-H20),Cer d18:1/C23:1,MHCer d18:1/C26:1(-H20),MHCer d18:1/C26:1,MHCer d18:0/C24:0(-H20),MHCer d18:0/C24:0,Cer d18:2/C23:0(-H20),Cer d18:2/C23:0,SM C42:1,SM d18:1/C24:0,MHCer d18:1/C24:0(-H20),MHCer d18:1/C24:0,Cer d18:0/C24:1(-H20),Cer d18:0/C24:1,Cer d18:1/C24:1(-H20),Cer d18:1/C24:1,Cer d18:1/C22:0(-H20),Cer d18:1/C22:0,Cer d18:0/C22:0(-H20),Cer d18:0/C22:0,SM d18:1/C23:0,Cer d16:1/C24:0(-H20),Cer d16:1/C24:0,Cer d18:2/C24:0(-H20),Cer d18:2/C24:0,MHCer d18:1/C25:0(-H20),MHCer d18:1/C25:0,Cer d18:2/C26:1(-H20),Cer d18:2/C26:1,SM C43:1,SM d18:1/C25:0,Cer d18:1/C23:0(-H20),Cer d18:1/C23:0,Cer d18:1/C25:1(-H20),Cer d18:1/C25:1,Cer d18:0/C23:0(-H20),Cer d18:0/C23:0,MHCer d18:1/C26:0(-H20),MHCer d18:1/C26:0,Cer d18:2/C25:0(-H20),Cer d18:2/C25:0,Cer d18:1/C26:1(-H20),Cer d18:1/C26:1,SM C44:1,SM d18:1/C26:0,Cer d18:1/C24:0(-H20),Cer d18:1/C24:0,Cer d18:0/C24:0(-H20),Cer d18:0/C24:0,Cer d18:2/C26:0(-H20),Cer d18:2/C26:0,Cer d18:1/C25:0(-H20),Cer d18:1/C25:0,Cer d18:1/C26:0(-H20),Cer d18:1/C26:0
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638.6207828,3201.48661,7586.916434,297,1413.980764,3182.051775,32.06728496,302.1357808,0,370.3369912,0,664.4185866,0,0,1,1601.878781,0,0,1521.329122,0,0,0,0,0,0,0,34,0,0,0,0,43037.52348,0,0,0,0,1972.53302,0,0,0,39.4657129,1204.769016,0,0,0,0,0,0,0,387.9143325,0,0,0,557.5141042,0,21971.748,0,104.1255415,358.5470197,0,113.7457946,1999.500392,0,1489.487551,582.9616072,7309.554984,0,159.4318793,0,0,0,0,0,37.36487184,0,2247,0,0,0,50.24203932,0,0,1,0,0,0,0.556604216,3784.426197,0,0,776,0,0.95645663,0,810.6860481,0,0,184.2057847,0,0,1937.391469,20293.83882,0,677.316656,0,0,0,283,59.02171484,0,174.7866769,0,0,0,0,0,0,1.656517492,18.66124752,0,0,0,0,0,0,15525.77588,433.8850235,0,16201,0,0,0,0,0,0,0,0,0,3461.750543,0,0,837.4377135,26398.69121,0,43.612486,0,0,100.6793298,117.2402055,0,0,0,0,0,0,0,0,0,2349.24706,17.46652099,612.0782465,0,0,0,225.251987,4829.486013,123.8644345,2823.570237,222.7377139,138.9292342,0,0,179.4584128,0,0,0,0,0,36,0,8.646969166,4209.513703,187.3829179,0,3699.41297,0,44,0,879.0458001,0,1141.308494,0,0,197.4272935,0,411.7281165,0,137.630871,0,242,0,0,743,693.9900417,0,491.7080346,0,0,0,24,0.387069004,179.4898172,0,0,7.159288942,0,192.4018904,0,0,864.8229407,0,45,0,0,0,82.49967718,0,283.4655826
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.6369353,3643.008689,11440.22833,101,3547.980652,3544.805562,0,0,0,329.2477068,0,626.3352274,115.751198,0,19,1430.681371,0,0,1170.236728,0,0,112.1454674,0,0,0,0,17,0,304.2113708,0,0,31126.9838,0,217.3470695,0,129.4825351,299.602617,0,0,0,37.75139105,3419.615451,0,0,111.1601357,0,0,0,1.17376896,102.206051,0,0,0,1182.063033,0,22978.56343,0,0,348.0816362,0,0,1650.125594,0,588.3073461,431.1561938,3103.817031,0,0,0,0,0,0.717873464,0,0,0,1305,0,0,0,0,0,0,0,0,0,0,0,2585.4678,0,0,413,0,0,0,1142.805244,0,0,217.6539322,1.598771862,0,1231.126364,10455.03187,0,0,0,0,0,104,277.3884397,0,0,0,0,2.405550068,0,0,0,0,0,1.519349686,0,0,0,0,0,9194.896326,436.5864898,0,11613,0,0,0,0,0,0,0,0,132.0649824,2457.912255,0,152.8465763,0,19029.96678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933.6989938,0,370.2808607,0,0,0,178.5064735,3279.903583,0,1299.268607,25.51946216,30.33688181,33.01240271,0,0,0,0,13.19969547,0,0,67,0,0,1976.011906,0,0,1550.875453,0.359447504,29,0,370.3111631,0,319.3173018,0,0,267.0826561,0,0,10.26490407,0,20.72534112,11,0,0.342869465,190,168.0931687,0,258.6903692,0,0.261821942,0,48,0,0,0,0,0,0,0,0,0,521.2151049,0,2,0,0,0,0,26.08988713,258.0491131
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.8723296,4361.019676,10650.88535,144,1761.325569,3779.652534,22.36235695,0,0,355.508468,0,608.9939175,0,0,2,1706.642938,0,0,827.0857939,0,0,54.19330859,0,1.004793474,0,0,0,0,95.41860192,0,0,29126.08786,0,0,0,162.6302885,698.767906,0,128.3044434,65.1713326,101.0662886,2692.186325,155.8746896,0,0,0,0,0,0,0,0,0,133.950031,939.6667313,0,24426.77593,0,0,0,0,0,1435.143832,0,466.6357867,332.7736085,3552.280458,0,175.7761722,0,0,0,1.020853685,1.023401089,2.681821776,0,332,0,0,0,7.655832283,0,0,1,0,0,0,0,2655.892247,0,0,181,0,0,0,467.3026187,0,0,153.891071,0,0,635.103231,8903.091839,0,123.5823197,0,0,0,140,339.4958538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9581.68805,0,0,12799,62.56990146,0,0,0,0,0,0.391099415,0,0.255429263,2089.796937,0,0,0,10134.0025,0,0,0,570.2641163,0,0,0,0,1.160727699,0,0,0,0,0,0,1045.911656,0,0,0,0,0,0,1830.657625,0,868.9014251,162.6743209,0,0,0,0,58.3216907,0,0.612270309,0,0,37,0,1.02979034,2062.120105,0,0.84424044,1046.646857,130.4816601,0,0,363.3359381,0,620.1972552,0,150.7452178,0,0,0,0,0,0,299,0,0,193,1029.437095,0,0,0.647210096,0.356787153,26.98337803,20,0,0,98.43583815,2.380379225,0,0.509366341,0,0,0,281.070996,0,12,0,0,0,42.23512302,0,102.6627868
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.1064514,210476.7827,760.5577364,70,58484.56392,947158.1719,5332.609979,12398.66394,4864.502156,168662.0483,93486.17515,737790.6496,0,0,56,1907.442137,0,0,1231.233727,0,0,0,0,0,0,0,39,0,0,0,0,43554.81872,0,0,0,0,3078.895425,0,0,0,0,160.4886656,116.5521465,260.3952612,0,346.4012194,0,0,0,373.2835683,0,0,0,0,0,40195.79537,0,0,809.0457589,0,0,2276.740893,0,1781.060075,222.4632667,6072.957551,0,330.9974907,0,133.7696201,0,0,0,0,145.584506,1743,0,0,0,0,0,0,2,0,0,0,0,8239.106692,0,0,3065,0,0,0,170.8077851,0,164.9093607,244.9238612,0,223.5417363,2043.726185,27682.59218,0,0,0,0.948705853,226.1092613,186,2373.393723,0,0,0,0,0,0,0,0,130.665187,0,0,0,0,76.23837551,0,0,20536.84733,233.1570447,0,26162,0,0,0,0,0,0,148.9696964,0,0,4435.670412,0,200.316964,266.1153474,24132.15022,0,58.45116571,0,1181.158051,0,0,0,0,0,144.7822818,0,0,0,274.8955464,0,4362.733459,0,640.8723528,0,261.4851525,0,216.1936012,11601.31298,0,2080.591041,166.9032594,158.7730469,0,0,0,31.68290332,2.59088739,0,0,0,58,0,0,33353.54694,137.4713661,0,9868.643782,0,19,0,3968.005971,135.1354436,7504.234774,0,147.6221356,562.8898393,0,505.9718506,0,493.81568,0,492,0,0,843,49.63182236,163.4667499,1241.448375,33.46388727,7.230150698,0,8,0,0,0,100.7747812,0.918530363,0,388.6951437,0,365.7201364,5984.733563,0,137,0,0,0,577.2185167,47.81815327,872.3608677
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.07659752,199199.6058,2553.601358,217,56886.42147,934872.8352,5001.936378,14870.50651,4297.374197,153440.761,86719.56475,625496.7773,171.0893034,0,16,1592.249052,0,0,1408.854878,0,0,0,0,138.191274,0,0,0,0,0,0,0,37424.0008,0,0,0,0,1392.419579,0,0,0,84.07843443,406.4039931,131.4096244,0,0,0,0,0,0,239.5822144,0,0,0,208.6331244,0,39179.73224,0,0,44.38827025,0,0,1678.001676,0,1404.034614,1330.006338,4752.69566,173.9747573,0,0,118.9728671,0,0,0,0,156.7830372,1308,0,0,0,0,0,0,2,0,0,0,130.973728,3729.750489,0,0,1741,0,0,0,809.4584495,0,0,244.9176119,0,348.9715117,1677.410145,23647.34096,0,411.0683435,0,0,0,147,921.4037151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20206.68239,643.6680862,0,23447,88.96194762,0,1.482299538,0,0,0,0,127.8108893,0,2769.493441,0,0,0,15189.67918,0,0,219.3987737,466.2216092,0,55.47363241,0,48.53002452,0,210.4953094,0,0,20.17527738,195.31778,0,3731.612156,0,620.653246,52.56590998,252.0530448,0,234.9722196,7670.894834,0,1982.711933,438.2749956,130.5313865,482.8686032,0,184.9001928,0,38.06137454,0,0,0,106,193.0499477,0,18595.54183,148.1732157,181.6520014,5061.131788,0,57,237.8478967,1993.32724,116.9836088,4310.130333,200.0942858,197.2134866,451.1225527,0,411.9384235,0,230.8443083,0,621,0,0,1073,432.4531026,79.62042158,978.2566126,0,0,0,11,0,0,0,0,0,0,350.324803,0,203.001454,3632.681961,78.35903841,32,8.117702486,0,0,417.2493005,0,905.5517375
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.4745818,25613.31604,5961.257009,43,9988.11344,8806.887112,0,831.4716395,0,313.8578512,0,799.2346594,0,0,1,1612.054052,0,0,1210.546824,0,0,0,0,0,0,0,0,0,0,0,0,37906.66245,0,0,0,263.5895129,506.9703517,0,0,66.66938105,203.533743,1515.612476,0,0,0,0,0,103.739567,0,355.6511547,0,0,55.61521424,269.4422339,0,27696.22222,0,0,435.6926135,0,0,936.4299484,0,329.1410529,569.9764106,6993.00673,0,143.6738105,0,188.0015407,0,0.077366419,0,0,0,883,0,0,0,1.481833612,0,0.52015961,1,0.693964458,0,0,0,2961.090449,0,0,573,0,0,0,1770.204044,0,0.484089254,0,0,375.5242434,1424.684373,11805.58084,0,0,0,0,0,100,367.1923435,0,0,0,0,0,0.680359973,0,0,0,0,0,0,0,0,0,0,10082.88954,266.8072402,0,13888,0,0,0,0,0,0,0,106.0995798,1.919029255,2124.196893,0,0,0,12629.06585,0.634914559,0,0,455.0910357,127.7319659,0,0,0.782314268,0,0,0,0,0,0,0,1637.85435,0,300.4771642,0,0,44.625851,229.1061873,3814.258467,0.72036318,860.4281468,273.514534,346.9395481,1.258686907,0,139.4455225,0,0,93.55126036,0,0,28,5.902902687,0,3319.57892,176.7316532,120.3498415,1258.760668,0,56,0,272.1618745,0,1801.881672,0,0,23.03377858,0,303.5244199,0.702648479,0,0,77,0,14.65967242,402,369.5501093,0,70.78267609,0,21.68211308,0,24,0,0,0,0,0,21.31818525,114.7137985,0,96.0583526,857.9382538,0,39,0,20.3515605,0,212.566056,0,424.5836267
M212-samblk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.57861815,169189.2465,1021.99948,243,53527.18154,695368.8915,3717.040468,9207.468645,3391.677387,130037.2874,65185.74782,536230.182,30884.4089,0,11,797.9081721,0,0,813.7124392,0,0,0,0,0,0,0,53,0,0,0,0,30499.18686,0,0,0,0,2640.787386,0,0,142.5358994,0,0,0,745.5308713,0,296.8350989,0,122.2060417,0,319.7962401,0,135.3535282,136.602823,0,0,69552.39158,0,238.1693023,147.2405191,0,0,1411.701696,0,1660.620255,301.3077172,8188.433638,0,407.6837705,0,164.1229334,0,0,0,0,406.6905243,4269,240.8486453,0,0,0,0,0,1,0,0,0,0,3464.8759,0,0,3108,0,0,0,1392.423896,0,0,308.1668824,0,528.39415,1301.485609,30254.99144,0,402.3591011,0,345.2745537,0,175,1524.632593,0,0,0,0,0,0,0,0,0,252.3100299,0,0,0,44.31586653,0,0,18039.12785,290.6712491,0,13815,0,0,0,0,0,0,94.65865458,295.1460262,0,1769.499936,0,0,0,15318.28815,0,0,221.6786382,1586.966047,0,0,298.5383769,0,0,339.5198584,0,18.05364201,0,167.4116975,0,6345.641404,0,569.9707035,0,0,0,485.1627118,16195.50126,103.1496652,2951.751354,524.6762349,73.01511378,0,0,0,0,0,0,261.3082201,0,50,0,100.9769328,30836.52667,61.89026231,291.0062665,8531.486048,0,52,90.09199459,4134.906884,530.3154019,5619.462352,0,188.2543411,685.6000591,0,1385.986498,0,254.5348281,0,758,0,0,310,238.9774289,82.79927824,1509.0429,0,0,76.36869199,7,0,0,0,0,0,54.96546124,363.7221295,0,312.0893794,7044.982057,0,38,0,0,0,678.0407508,75.60444596,1496.70219
