Sample, C1P d18:1/C16:0,Cer d16:1/C20:0,Cer d16:1/C22:1,Cer d16:1/C23:0,Cer d16:1/C25:1,Cer d16:1/C26:0,Cer d16:1/C26:1,Cer d18:0/C23:1,Cer d18:0/C25:0,Cer d18:0/C25:1,Cer d18:0/C26:0,Cer d18:0/C26:1,Cer d18:1/C14:1,Cer d18:2/C20:1,Cer d18:2/C25:1,DHCer d16:1/C16:0,DHCer d18:1/C14:0,DHCer d18:2/C18:1,DHCer d18:2/C24:0,GM3 d16:1/C14:0,GM3 d16:1/C16:0,GM3 d16:1/C18:0,GM3 d16:1/C20:0,GM3 d16:1/C22:0,GM3 d16:1/C24:0,GM3 d16:1/C24:1,GM3 d18:1/C14:0,GM3 d18:1/C20:0,GM3 d18:1/C22:0,GM3 d18:2/14:0,GM3 d18:2/16:0,GM3 d18:2/18:0,GM3 d18:2/20:0,GM3 d18:2/22:0,GM3 d18:2/24:0,GM3 d18:2/24:1,MHCer d16:1/C16:0,MHCer d16:1/C20:0,MHCer d16:1/C22:0,MHCer d16:1/C22:1,MHCer d16:1/C23:0,MHCer d16:1/C23:1,MHCer d16:1/C24:0,MHCer d16:1/C24:1,MHCer d16:1/C26:0,MHCer d18:0/C16:1,MHCer d18:0/C22:1,MHCer d18:2/C16:1,MHCer d18:2/C22:1,MHCer d18:2/C25:0,SM C30:1,SM C34:0,SM C36:0,SM C38:0,SM C39:1,SM C40:0,SM C42:0,Sphd16:1,Sphd18:2,Sphd18:1,Sphd18:0,SM C32:2,GM3 d18:1/C16:0,SM C32:1,SM C34:2,GM3 d18:1/C18:0,MHCer d18:1/C14:0,Cer d18:2/C14:0,MHCer d18:2/C16:0,DHCer d18:1/C16:0,DHCer d18:2/C16:0,SM C34:1,MHCer d18:1/C16:1,SM C36:2,MHCer d18:1/C16:0,MHCer d18:0/C16:0,Cer d16:1/C16:0,Cer d18:1/C14:0,MHCer d18:1/C18:1,Cer d18:2/C16:0,Cer d18:2/C18:1,Cer d18:1/C16:1,GM3 d18:1/C24:1,SM C36:1,SM C38:2,DHCer d18:1/C18:0,MHCer d18:1/C18:0,Cer d18:1/C16:0,Cer d18:0/C16:0,Cer d16:1/C18:0,MHCer d18:2/C20:0,Cer d18:1/C18:1,Cer d18:2/C18:0,DHCer d18:1/C22:1,DHCer d18:1/C20:0,GM3 d18:1/C24:0,DHCer d18:2/C24:1,DHCer d18:2/C22:0,MHCer d18:1/C20:1,SM C38:1,SM C40:2,SM C42:3,MHCer d18:1/C20:0,MHCer d18:1/C22:1,Cer d18:1/C18:0,MHCer d18:2/C24:1,MHCer d18:2/C22:0,Cer d18:0/C18:0,SM C41:2,DHCer d18:1/C22:0,Cer d18:1/C20:1,DHCer d18:1/C24:1,Cer d18:2/C20:0,Cer d18:2/C22:1,MHCer d18:1/C23:1,MHCer d18:2/C23:0,SM C42:2,SM C40:1,Cer d18:2/C23:1,DHCer d18:1/C23:0,MHCer d18:0/C24:1,MHCer d18:1/C22:0,MHCer d18:0/C22:0,MHCer d18:1/C24:1,MHCer d18:2/C24:0,Cer d18:1/C20:0,Cer d18:0/C20:0,Cer d16:1/C24:1,Cer d18:1/C22:1,Cer d18:0/C22:1,DHCer d18:1/C24:0,Cer d16:1/C22:0,MHCer d18:1/C25:1,Cer d18:2/C24:1,Cer d18:2/C22:0,SM C41:1,MHCer d18:1/C23:0,SM C43:2,MHCer d18:0/C23:0,Cer d18:1/C23:1,MHCer d18:1/C26:1,MHCer d18:0/C24:0,Cer d18:2/C23:0,SM C42:1,MHCer d18:1/C24:0,Cer d18:0/C24:1,Cer d18:1/C24:1,Cer d18:1/C22:0,Cer d18:0/C22:0,Cer d16:1/C24:0,Cer d18:2/C24:0,MHCer d18:1/C25:0,Cer d18:2/C26:1,SM C43:1,Cer d18:1/C23:0,Cer d18:1/C25:1,Cer d18:0/C23:0,MHCer d18:1/C26:0,Cer d18:2/C25:0,Cer d18:1/C26:1,SM C44:1,Cer d18:1/C24:0,Cer d18:0/C24:0,Cer d18:2/C26:0,Cer d18:1/C25:0,Cer d18:1/C26:0,
M201-213QCThymus2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118937082479,0.406124867736,0.0203333541574,0.00497503903089,0.00165355359643,0.184156638405,0.306894111482,0.00126256636764,0.00743916602052,0.000608529307906,0.00195534284597,0.08775570756,0.00137077248954,49.2641112784,0.0029737413405,0.209418207579,3.473613702,0.0496558866334,0.00132467713378,0.0198970491447,0.000766737460867,0.0682701370171,0.000555123501619,0.00578671065938,0.0,2.10612300777,0.0559792529949,0.00877503720951,0.177799694007,2.92761935774,0.0524242848157,0.000525358617401,0.000936094048593,0.00705631645338,0.0300113864047,0.00247907879901,0.00441502806476,0.00151110265661,0.00021376738509,0.00101581556324,0.00201784594933,1.49849466823,0.591095086644,2.92483935392,0.253176201715,0.0636915223935,0.497672205886,0.0198820921625,0.00864913832546,0.00607381330431,0.278987807669,0.0406678749402,0.00632743873297,0.148947502252,0.0237877241526,0.00335709139906,0.0190829814666,0.00427942353967,12.8951909761,3.10248385522,0.000758319165982,0.00840182160486,0.111126586509,1.46526469048,0.0268925448724,5.71427303341,0.020214724048,0.183084219587,0.00191162751431,0.00137290565323,0.112221259413,0.00178530717992,0.0369384464387,0.00775666227651,0.0111078592051,0.108992058276,0.0582886608421,1.20193176143,0.304225077816,0.0729639547068,0.00861171182659,0.0264895788028,0.0228903945283,0.018242531407,0.0139729916159,2.33434667451,1.37949207209,0.0610850152696,3.06139663167,0.615247467942,0.0129388060164,0.00136799507155,0.0591927766981,0.0266297576337,0.00138515358926,0.0809716020447,0.101583665647,0.00677333633778,0.00188423186063,0.00630945036912,0.000935646550397,0.0141646343533,0.0443570545227,0.725797170887,0.0119478656377,0.000663923563703,0.0087144967979,0.00471004764872,
M201-213QCThymus3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109184560244,0.420297700509,0.0203087115579,0.00558901732639,0.0019723762442,0.16920025958,0.348855212117,0.00153830353029,0.00830328497563,0.000902950302746,0.00194310164317,0.0985207154483,0.00104934395483,56.6077011821,0.00131941372122,0.179152834599,3.21108184865,0.0430044818079,0.00213687296618,0.0208931502493,0.00148875599079,0.0715304275397,0.000611589899672,0.00466339143628,0.00138065149377,1.8344341385,0.0526868883875,0.0100283970452,0.188200753354,2.7669804758,0.0427968882145,0.000875395648514,0.00241674241939,0.00513475834071,0.0223334213989,0.00193936978658,0.0041476093157,0.00248397076525,0.000311042635913,0.00160903930955,0.00225763883539,1.39797218042,0.481294948976,2.48546964205,0.190583833997,0.0495457995624,0.551055635824,0.0141835967538,0.00870963357011,0.00808591324285,0.165708752313,0.0261017767033,0.00604851969783,0.0925374929557,0.0227609895322,0.00191474586624,0.0155729390157,0.00166726111953,9.35592197828,2.54999509532,0.000797526704732,0.00595008197386,0.0711225042242,1.52760970842,0.027330066113,4.70970265625,0.0105131486561,0.119103417555,0.00224282315558,0.00171164313485,0.0629916313021,0.00133708942147,0.0256334701797,0.00634369108,0.00946660656322,0.11688292651,0.0485799739009,0.923205537335,0.235716819138,0.0590664721812,0.00586365520074,0.0200944684654,0.0151925106422,0.0214290079518,0.0100726830495,1.79655799087,1.27901697677,0.0379466763335,3.4707867777,0.656617631375,0.0119432894067,0.00166550150421,0.0634209683638,0.0375995656942,0.00054173390441,0.074530399627,0.0843809660569,0.00561429062537,0.00197466844129,0.00396431128537,0.0012447494199,0.0131854782534,0.0356434933408,0.760237042099,0.0121343769077,0.000455202799283,0.00849535907271,0.00595113236625,
blk8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143453088743,0.331959351874,0.00466818609574,0.0,0.0073164483301,0.641940268931,0.430867161603,0.0,0.0,0.0,0.0676771470534,0.136917317504,0.0,17.0319154183,0.0,0.281792358411,0.645348093829,1.8349096897,0.0,0.219348355576,0.0,0.227850302214,0.0,0.299449995575,0.0,5.49340714779,0.233863818992,1.94399653003,0.958012049654,7.32412441606,0.360156966156,0.122795586386,0.0,0.0,0.440426568971,0.0,0.000682115312939,0.0,0.0,0.0,0.0,0.924806069127,0.550089945436,0.0108406049711,0.0567338588027,0.0,7.93360420717,0.0,0.0,0.0812082211891,0.104549772504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28630698005,5.80368005458,0.0,0.0,0.0,4.5368436731,0.0,18.3100596076,0.0,0.121041226671,0.0,0.0751117621069,0.0974143746873,0.0,0.0,1.11791233586,0.249637858327,0.165525769031,0.0,1.73108122561,0.75676371257,0.0941032956848,0.0,0.0,0.0,0.0621898108059,0.000950324864752,1.45133602128,5.16153733422,0.0212165622926,1.25322761791,2.06047307896,0.0,0.185712107477,0.189635532396,0.235955458646,0.000579683880586,0.187504398418,0.500859529507,0.0,0.00438963357779,0.0,0.0,0.0,0.0,1.15771578713,0.0168269287148,0.0,0.152840841734,0.295964189878,
M201-Thymus 1460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00873933721706,0.328663973124,0.0149713181476,0.00311562057443,0.000315546256096,0.124153261307,0.266318931699,0.0,0.00955031851469,0.00107984921916,0.0018533808835,0.0924850077835,0.0011258401595,49.1675075014,0.00283290263895,0.156714952296,3.51847286292,0.0621094719609,0.00220403987541,0.015691780301,0.000994382934598,0.0713113578768,0.000629909502591,0.00206815795924,0.0,2.10709880435,0.0370558021138,0.0132710631468,0.259981827197,3.16145049204,0.0469615759172,0.000770916619809,0.00430053572421,0.0060049617842,0.0357642011347,0.00310771403501,0.00711863153753,0.0,0.000427982278383,0.0,0.00388524410461,1.19903977708,0.461005920286,2.54700910002,0.394770090651,0.0937149675578,0.503427830392,0.0221912388954,0.0160999961378,0.00945055928861,0.256153694157,0.0394799868759,0.00534649024344,0.101454779648,0.0232914553133,0.00239767578534,0.0281614299583,0.00670769443473,12.0759883227,2.93130384561,0.000366616185142,0.00845387102982,0.0795871655791,1.40252388501,0.0213891220984,5.98944844505,0.0425789743354,0.188833272342,0.00518715211461,0.00351239915491,0.107099195185,0.00251629111075,0.0412076329174,0.00731889296095,0.0182594501912,0.122749507312,0.0564667983667,1.33915504262,0.36626663728,0.0667875982868,0.00843437485336,0.0289345849197,0.0229378436458,0.039026180639,0.0164334789882,2.37854024495,2.41691013731,0.0575245523667,3.03937015372,0.710024472121,0.0126889393162,0.00213189578468,0.0670388152178,0.0502335131831,0.00117564574864,0.0873441369815,0.143634371893,0.00773516608079,0.00246223030811,0.0115811072571,0.000874977291608,0.0101731850912,0.0319519419607,0.698153888291,0.0132016876266,0.00054369640717,0.00935572362579,0.00477079369103,
M202-Thymus 1461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00907307326343,0.455560693372,0.0194761494375,0.00393853951324,0.00049892027451,0.165050195071,0.254105033778,0.0,0.00728911091381,0.00132957622283,0.00251358203517,0.099076656246,0.000865026784422,44.6262411202,0.00277915592842,0.132663965199,2.74703259142,0.0482766405308,0.00221470472936,0.0196949984374,0.000970939256362,0.0795208300179,0.00048417532557,0.0047732573825,0.0,2.21978221413,0.0277820362839,0.00448769424517,0.151617017312,2.97994875844,0.0557747520247,0.00048542755667,0.00414264546626,0.00711088973697,0.0254846482919,0.00227542532737,0.0056247388668,0.000569002444436,0.000428420670503,0.000727324631773,0.000169776060553,1.33468022302,0.513060599501,4.07164768206,0.318090110575,0.11174577367,0.424467333174,0.00978886337191,0.00512080616549,0.0101811369387,0.265121255541,0.0412632950295,0.00598007087759,0.113229962797,0.0243137993104,0.00249265092348,0.0168812143433,0.00247207842896,14.920086296,2.58868899683,0.0,0.00775038545097,0.0833295834154,1.62169842012,0.0345408830143,5.82043364863,0.0165489673291,0.219004514097,0.00372441208123,0.00236412102481,0.160078206803,0.00108539362392,0.0492562616029,0.00427099015657,0.0154429536662,0.124734391487,0.052175390417,1.16192544906,0.234651473256,0.0941692808787,0.00610845955941,0.0353580432579,0.0238012287025,0.0355290888962,0.01300282268,2.45842426162,1.99627197274,0.068936960153,4.48537901412,0.77892884114,0.0145144893125,0.00181094746404,0.0567102889098,0.0295013727536,0.00130593334121,0.074220921049,0.135740478504,0.00823232563589,0.00132938068892,0.00634395893737,0.000526502553986,0.0149855540587,0.0340599466842,1.0329704725,0.0164884175796,0.00034683247826,0.00803619271023,0.0047987105354,
M203-Thymus 1462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00822092034472,0.360567207138,0.0178339087959,0.00294233714357,0.000318578001585,0.144970196844,0.226450643161,0.0,0.0112356979546,0.000981481785464,0.00239322010947,0.120098106113,0.000670023907253,51.5210096282,0.00222289745426,0.129341834428,4.62812984085,0.0762539689248,0.00159313881093,0.0205009303366,0.00109495964343,0.0515298710173,0.000729411959165,0.00224006780334,0.000399453598985,1.82683798702,0.0379767605354,0.000817298454482,0.200400569035,3.09984072631,0.0433590601489,0.00053416837082,0.00147429423092,0.00563780800316,0.0193055877294,0.00359241302644,0.00664848807137,0.0,0.000924653224112,0.00136252482733,0.000359324229859,0.973634493004,0.422357520799,3.27864409828,0.30734994732,0.148022237373,0.417547701142,0.0151133444881,0.00142868674286,0.0070280730305,0.306868587209,0.0438991969038,0.00443453319098,0.162411811416,0.0190317036564,0.00280515591184,0.0299221880466,0.00137415939155,9.86956490414,2.48528736138,0.0,0.00633442340579,0.114917299957,1.60014177783,0.0342865926411,6.47265616673,0.00599720000175,0.197365609771,0.00233399554716,0.0018983633139,0.112114966753,0.00269702514166,0.0459982631553,0.00635882704676,0.0134442076357,0.107244643467,0.0390432394272,0.736440617967,0.309166788957,0.0743833792412,0.00601517926575,0.0264471776652,0.0322445181007,0.0235242658487,0.00914987611738,2.02386882536,1.94778597345,0.0703048861276,3.12029883254,0.670186468482,0.0128927215982,0.00152342724309,0.0353088686336,0.0219546864263,0.000904967360921,0.0751626316528,0.131866368358,0.00866026324017,0.00169980709873,0.00475827140649,0.000870744817379,0.0120675468504,0.0326899672643,0.74439024649,0.0125864549569,0.000266623548197,0.00779186990983,0.00442945125641,
blk9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202465838621,0.250160649402,0.00454046984758,0.0,0.00736057168787,0.488391196683,0.311848626118,0.0,0.0,0.0,0.0294422867515,0.0,0.0,16.5824571614,0.0,0.108637006785,1.35881658404,1.39295821468,0.0,0.0,0.0,0.203835932046,0.0,0.51350958019,0.0,3.7672432176,0.154045552609,1.03376509278,0.894219377927,11.637372162,0.125166112469,0.0,0.0,0.0,0.255401502333,0.0,0.0,0.0,0.00147211433757,0.0,0.0,0.818408522225,0.290629826343,0.350309930031,0.0,0.0,10.1459553762,0.0,0.0,0.159499752445,0.0837027505617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3120831063,5.57399968427,0.0,0.0,0.0,2.83513696165,0.0,13.5542321275,0.0,0.532011431725,0.0,0.0,0.0,0.0,0.0,1.59944140322,0.0,0.0,0.171183093001,1.22256859082,1.37347174367,0.0741219341719,0.0,0.0,0.0,0.126601833031,0.0,1.50172979273,3.76794237925,0.282657789144,2.6360958776,2.60558787738,0.0185942381828,0.2395308111,0.111443479773,0.217872921961,0.0,0.249650481627,0.189665396975,0.0,0.0,0.0,0.0,0.0141883270189,0.0624898862585,2.93014161475,0.0111044131449,0.0,0.261503388794,0.535553261689,
M204-Thymus 1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086719851645,0.333501830319,0.0137634596003,0.00394212865573,0.000930994482138,0.17076892366,0.340243859877,0.0,0.00937672438125,0.000924451077333,0.00310222986531,0.1006164506,0.000714475978664,48.0987017913,0.00233351051995,0.211937644058,3.64241039412,0.0520877216299,0.00152624709771,0.0180458305659,0.000962993042755,0.0842158978057,0.000646990473409,0.0051244866862,0.0,2.26827577434,0.0507341477399,0.00713071520264,0.171605185136,3.09599343136,0.0428167427657,0.000148079137464,0.000545118117775,0.00709101313411,0.0428243111644,0.00248977359497,0.0108689270833,0.000558255051654,0.00136068424312,0.00132771369882,0.000640842474307,1.27033112532,0.633367402307,3.50162652106,0.299958204876,0.107928861267,0.525336725002,0.0151426599274,0.00311162164078,0.0108749234767,0.233163352426,0.0374166306709,0.0057913796339,0.141270543435,0.0396550733902,0.00171725894382,0.0223066229764,0.0,12.2160335265,2.774495526,0.000164982523323,0.0120027750669,0.0975275969929,1.73435340252,0.0336889448698,6.03216193166,0.00663969281115,0.259056780447,0.00483729205054,0.00240608671507,0.127295339048,0.00149531749322,0.0502217216709,0.00675178046926,0.00973700464703,0.152822543791,0.0767321140067,1.41760485725,0.31867995475,0.0790041806122,0.00790256219578,0.02195187321,0.0183663802153,0.0237924429019,0.0171392979207,2.35394954626,1.3721484946,0.0667757453252,3.27081462212,0.68207240398,0.00894895814525,0.00144002534699,0.0832174036804,0.0176661085824,0.000981155876975,0.0756900197558,0.135639172154,0.00681187972746,0.00170279010574,0.00491908762366,0.00144345414442,0.0114226637993,0.0358210744566,0.683007050887,0.0126946729028,0.000447598165709,0.0076417992494,0.00391772320168,
M205-Thymus 1464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014373733948,0.410655610512,0.0227974324167,0.00558170256241,0.00340841479665,0.203849132411,0.550284285252,0.00656915170802,0.00882984482441,0.00159309940005,0.00170680659619,0.0553590236979,0.000550145225574,41.5767112909,0.00160763283451,0.418876577484,1.59246583479,0.0237503678273,0.00162394356131,0.00967233886869,0.000946338659839,0.0433862929698,0.000409999065306,0.00427211953821,0.00219768531951,3.62873184256,0.0733086216381,0.00842523644942,0.134076400224,1.63135596592,0.030725607568,0.000355466927208,0.00375932532872,0.00731918073727,0.0414311910563,0.00161703295451,0.0119794437046,0.00485879542714,0.00143129162279,0.000174548723995,0.00515279837195,1.82385649298,0.666054175351,3.78561523843,0.243876161179,0.0607668824583,0.501377324003,0.0262116289176,0.0121440934671,0.00621022119098,0.427314751165,0.0345410205433,0.0074468486892,0.104852498594,0.0415826541517,0.00191709630822,0.0203601635547,0.00621676610892,16.833324588,4.03184092,0.00085459401718,0.00787602922465,0.0679526106957,1.43766567085,0.0246573116234,4.30946380669,0.0411922552843,0.212387604534,0.00410342411643,0.00208279177283,0.128312321164,0.00155082243773,0.0411073959423,0.00423422445421,0.0171036740682,0.150104092993,0.0818488995705,2.16007486177,0.311390845961,0.105085229888,0.00637395643253,0.0214004575258,0.0191547904495,0.0290954208697,0.0212076954005,4.04400529719,1.73220526144,0.0602029431646,3.74454080234,0.651319611056,0.0124195430115,0.00173687523629,0.0915259896816,0.0507675326448,0.00165986972174,0.139182024477,0.123731038546,0.00725306770787,0.00148763131513,0.00748948417851,0.00115474993363,0.0144309308146,0.0646400301008,0.831575349231,0.0174794741498,0.000724943454526,0.00775945326599,0.00473623006834,
